Player,Pos,Age,MP,Starts,Min,90s,Gls,Ast,CrdY,CrdR,Gls_p90,Ast_p90,Country,Pos_sh,Age_sh,90s_sh,Sh,SoT,SoT_pct,Sh_p90,SoT_p90,G_per_Sh,G_per_SoT,Pos_misc,Age_misc,90s_misc,Fls,Fld,Off,Crs,Int,TklW,Pos_gk,Age_gk,MP_gk,Starts_gk,Min_gk,90s_gk,GA,GA90,SoTA,Saves,Save_pct,CS,CS_pct,match_name,Player_tm,Height,Foot,International matches,Goals,TM_Position,Pos_tm,Value_M,Age_tm
Alexis Vega,"FW,MF",28-218,1.0,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Mexico,"FW,MF",28-218,0.1,0.0,0.0,,0.0,0.0,,,"FW,MF",28-218,0.1,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,alexis vega,Alexis Vega,"1,75m",right,54.0,7,Left Winger,FW,8.0,28
César Huerta,"FW,MF",25-210,1.0,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Mexico,"FW,MF",25-210,0.1,0.0,0.0,,0.0,0.0,,,"FW,MF",25-210,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,cesar huerta,César Huerta,"1,71m",right,27.0,3,Left Winger,FW,3.5,25
Carlos Acevedo,GK,30-073,0.0,0,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carlos acevedo,Carlos Acevedo,"1,85m",right,7.0,0,Goalkeeper,GK,2.8,30
Yassine Bounou,GK,35-087,4.0,4,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,Morocco,GK,35-087,4.3,0.0,0.0,,0.0,0.0,,,GK,35-087,4.3,0.0,2.0,0.0,0.0,0.0,0.0,GK,35-087,4.0,4.0,390.0,4.3,4.0,0.92,10.0,6.0,60.0,1.0,25.0,yassine bounou,Yassine Bounou,"1,92m",left,94.0,0,Goalkeeper,GK,3.0,35
Achraf Hakimi,DF,27-239,4.0,4,390.0,4.3,1.0,1.0,0.0,0.0,0.23,0.23,Morocco,DF,27-239,4.3,13.0,4.0,30.8,3.0,0.92,0.08,0.25,DF,27-239,4.3,4.0,12.0,0.0,27.0,4.0,7.0,,,,,,,,,,,,,,achraf hakimi,Achraf Hakimi,"1,80m",right,100.0,12,Right-Back,DF,80.0,27
Neil El Aynaoui,MF,24-364,4.0,4,382.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,Morocco,MF,24-364,4.2,6.0,2.0,33.3,1.41,0.47,0.0,0.0,MF,24-364,4.2,11.0,7.0,0.0,0.0,6.0,8.0,,,,,,,,,,,,,,neil el aynaoui,Neil El Aynaoui,"1,85m",right,20.0,2,Central Midfield,MF,23.0,24
Ismael Saibari,FW,25-154,4.0,4,360.0,4.0,3.0,0.0,0.0,0.0,0.75,0.0,Morocco,FW,25-154,4.0,10.0,3.0,30.0,2.5,0.75,0.3,1.0,FW,25-154,4.0,8.0,3.0,2.0,5.0,0.0,2.0,,,,,,,,,,,,,,ismael saibari,Ismael Saibari,"1,85m",right,34.0,12,Attacking Midfield,MF,40.0,25
Chadi Riad,DF,23-014,4.0,4,344.0,3.8,0.0,1.0,0.0,0.0,0.0,0.26,Morocco,DF,23-014,3.8,1.0,0.0,0.0,0.26,0.0,0.0,,DF,23-014,3.8,0.0,1.0,0.0,0.0,4.0,1.0,,,,,,,,,,,,,,chadi riad,Chadi Riad,"1,86m",left,10.0,1,Centre-Back,DF,15.0,23
Bilal El Khannouss,MF,22-052,4.0,4,338.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,Morocco,MF,22-052,3.8,6.0,4.0,66.7,1.6,1.07,0.0,0.0,MF,22-052,3.8,3.0,4.0,0.0,10.0,0.0,5.0,,,,,,,,,,,,,,bilal el khannouss,Bilal El Khannouss,"1,80m",right,41.0,3,Attacking Midfield,MF,35.0,22
Brahim Díaz,MF,26-332,4.0,4,294.0,3.3,0.0,2.0,0.0,0.0,0.0,0.61,Morocco,MF,26-332,3.3,5.0,1.0,20.0,1.53,0.31,0.0,0.0,MF,26-332,3.3,1.0,7.0,0.0,6.0,1.0,1.0,,,,,,,,,,,,,,brahim diaz,Brahim Díaz,"1,70m",both,30.0,14,Right Winger,FW,35.0,26
Issa Diop,DF,29-173,3.0,3,300.0,3.3,1.0,0.0,2.0,0.0,0.3,0.0,Morocco,DF,29-173,3.3,1.0,1.0,100.0,0.3,0.3,1.0,1.0,DF,29-173,3.3,3.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,issa diop,Issa Diop,"1,94m",right,7.0,1,Centre-Back,DF,8.0,29
Noussair Mazraoui,DF,28-229,4.0,3,297.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,Morocco,DF,28-229,3.3,0.0,0.0,,0.0,0.0,,,DF,28-229,3.3,3.0,2.0,0.0,2.0,1.0,7.0,,,,,,,,,,,,,,noussair mazraoui,Noussair Mazraoui,"1,83m",right,49.0,2,Right-Back,DF,18.0,28
Azzedine Ounahi,MF,26-073,4.0,3,259.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,Morocco,MF,26-073,2.9,2.0,0.0,0.0,0.69,0.0,0.0,,MF,26-073,2.9,1.0,2.0,0.0,2.0,1.0,1.0,,,,,,,,,,,,,,azzedine ounahi,Azzedine Ounahi,"1,82m",right,53.0,9,Central Midfield,MF,10.0,26
Ayyoub Bouaddi,MF,18-272,3.0,3,258.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,Morocco,MF,18-272,2.9,3.0,0.0,0.0,1.05,0.0,0.0,,MF,18-272,2.9,2.0,4.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,ayyoub bouaddi,Ayyoub Bouaddi,"1,85m",right,6.0,0,Central Midfield,MF,50.0,18
Anass Salah-Eddine,DF,24-164,3.0,1,139.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,Morocco,DF,24-164,1.5,1.0,0.0,0.0,0.65,0.0,0.0,,DF,24-164,1.5,3.0,2.0,0.0,3.0,0.0,3.0,,,,,,,,,,,,,,anass salah eddine,Anass Salah-Eddine,"1,81m",left,12.0,0,Left-Back,DF,12.0,24
Sofyan Amrabat,MF,29-314,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Morocco,MF,29-314,1.0,0.0,0.0,,0.0,0.0,,,MF,29-314,1.0,1.0,1.0,0.0,0.0,2.0,1.0,,,,,,,,,,,,,,sofyan amrabat,Sofyan Amrabat,"1,85m",right,76.0,0,Defensive Midfield,MF,10.0,29
Redouane Halhal,DF,23-118,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Morocco,DF,23-118,1.0,0.0,0.0,,0.0,0.0,,,DF,23-118,1.0,1.0,3.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,redouane halhal,Redouane Halhal,"1,89m",right,4.0,0,Centre-Back,DF,5.0,23
Ayoub El Kaabi,FW,33-005,1.0,1,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,Morocco,FW,33-005,0.8,3.0,2.0,66.7,3.91,2.61,0.0,0.0,FW,33-005,0.8,1.0,1.0,3.0,0.0,0.0,2.0,,,,,,,,,,,,,,ayoub el kaabi,Ayoub El Kaabi,"1,82m",left,72.0,35,Centre-Forward,FW,4.5,33
Samir El Mourabet,MF,20-268,4.0,0,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Morocco,MF,20-268,0.9,0.0,0.0,,0.0,0.0,,,MF,20-268,0.9,0.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,samir el mourabet,Samir El Mourabet,"1,87m",left,8.0,0,Central Midfield,MF,22.0,20
Chemsdine Talbi,MF,21-053,3.0,0,67.0,0.7,0.0,1.0,0.0,0.0,0.0,1.34,Morocco,MF,21-053,0.7,2.0,0.0,0.0,2.69,0.0,0.0,,MF,21-053,0.7,0.0,1.0,0.0,7.0,0.0,0.0,,,,,,,,,,,,,,chemsdine talbi,Chemsdine Talbi,"1,75m",right,8.0,0,Right Winger,FW,25.0,21
Soufiane Rahimi,FW,30-029,4.0,0,65.0,0.7,1.0,1.0,0.0,0.0,1.38,1.38,Morocco,FW,30-029,0.7,3.0,2.0,66.7,4.15,2.77,0.33,0.5,FW,30-029,0.7,3.0,4.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,soufiane rahimi,Soufiane Rahimi,"1,80m",right,41.0,13,Centre-Forward,FW,6.0,30
Gessime Yassine,MF,20-221,2.0,0,63.0,0.7,1.0,0.0,0.0,0.0,1.43,0.0,Morocco,MF,20-221,0.7,1.0,1.0,100.0,1.43,1.43,1.0,1.0,MF,20-221,0.7,1.0,2.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,gessime yassine,Gessime Yassine,"1,72m",left,6.0,1,Right Winger,FW,12.0,20
Youssef Belammari,DF,27-284,0.0,0,,,,,,,,,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,youssef belammari,Youssef Belammari,"1,83m",left,18.0,0,Left-Back,DF,1.2,27
Zakaria El Ouahdi,"DF,MF",24-182,0.0,0,,,,,,,,,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zakaria el ouahdi,Zakaria El Ouahdi,"1,71m",right,3.0,0,Right-Back,DF,17.0,24
Ahmed Reda Tagnaouti,GK,30-087,0.0,0,,,,,,,,,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ahmed reda tagnaouti,Ahmed Reda Tagnaouti,"1,94m",right,3.0,0,Goalkeeper,GK,1.0,30
Marwane Saâdane,"DF,MF",34-165,0.0,0,,,,,,,,,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marwane saadane,Marwane Saadane,"1,87m",right,17.0,1,Centre-Back,DF,0.4,34
Amine Sbai,"FW,MF",25-238,0.0,0,,,,,,,,,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amine sbai,Amine Sbaï,"1,75m",right,2.0,0,Left Winger,FW,4.0,25
Denzel Dumfries,"DF,MF",30-074,4.0,4,390.0,4.3,0.0,2.0,0.0,0.0,0.0,0.46,Netherlands,"DF,MF",30-074,4.3,5.0,2.0,40.0,1.15,0.46,0.0,0.0,"DF,MF",30-074,4.3,6.0,3.0,1.0,16.0,1.0,6.0,,,,,,,,,,,,,,denzel dumfries,Denzel Dumfries,"1,88m",right,76.0,11,Right-Back,DF,25.0,30
Jan Paul van Hecke,DF,26-023,4.0,4,390.0,4.3,1.0,0.0,0.0,0.0,0.23,0.0,Netherlands,DF,26-023,4.3,3.0,2.0,66.7,0.69,0.46,0.33,0.5,DF,26-023,4.3,4.0,2.0,0.0,1.0,4.0,3.0,,,,,,,,,,,,,,jan paul van hecke,Jan Paul van Hecke,"1,89m",right,16.0,1,Centre-Back,DF,45.0,26
Virgil van Dijk,DF,34-358,4.0,4,390.0,4.3,1.0,1.0,0.0,0.0,0.23,0.23,Netherlands,DF,34-358,4.3,2.0,2.0,100.0,0.46,0.46,0.5,0.5,DF,34-358,4.3,2.0,2.0,0.0,0.0,3.0,1.0,,,,,,,,,,,,,,virgil van dijk,Virgil van Dijk,"1,95m",right,96.0,13,Centre-Back,DF,15.0,34
Bart Verbruggen,GK,23-317,4.0,4,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,Netherlands,GK,23-317,4.3,0.0,0.0,,0.0,0.0,,,GK,23-317,4.3,0.0,0.0,0.0,0.0,0.0,0.0,GK,23-317,4.0,4.0,390.0,4.3,5.0,1.15,21.0,16.0,76.2,0.0,0.0,bart verbruggen,Bart Verbruggen,"1,93m",right,33.0,0,Goalkeeper,GK,40.0,23
Cody Gakpo,FW,27-055,4.0,4,368.0,4.1,3.0,1.0,0.0,0.0,0.73,0.24,Netherlands,FW,27-055,4.1,10.0,6.0,60.0,2.45,1.47,0.3,0.5,FW,27-055,4.1,3.0,3.0,3.0,12.0,2.0,1.0,,,,,,,,,,,,,,cody gakpo,Cody Gakpo,"1,93m",right,54.0,24,Left Winger,FW,60.0,27
Ryan Gravenberch,MF,24-046,4.0,4,345.0,3.8,0.0,2.0,0.0,0.0,0.0,0.52,Netherlands,MF,24-046,3.8,5.0,0.0,0.0,1.3,0.0,0.0,,MF,24-046,3.8,5.0,3.0,0.0,4.0,6.0,1.0,,,,,,,,,,,,,,ryan gravenberch,Ryan Gravenberch,"1,90m",right,31.0,1,Defensive Midfield,MF,80.0,24
Frenkie de Jong,MF,29-050,4.0,4,328.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,Netherlands,MF,29-050,3.6,1.0,0.0,0.0,0.27,0.0,0.0,,MF,29-050,3.6,6.0,6.0,0.0,1.0,8.0,7.0,,,,,,,,,,,,,,frenkie de jong,Frenkie de Jong,"1,81m",right,70.0,2,Central Midfield,MF,35.0,29
Micky van de Ven,"DF,MF",25-073,3.0,3,265.0,2.9,0.0,0.0,1.0,0.0,0.0,0.0,Netherlands,"DF,MF",25-073,2.9,3.0,1.0,33.3,1.02,0.34,0.0,0.0,"DF,MF",25-073,2.9,5.0,1.0,0.0,2.0,2.0,3.0,,,,,,,,,,,,,,micky van de ven,Micky van de Ven,"1,93m",left,24.0,1,Centre-Back,DF,50.0,25
Brian Brobbey,FW,24-150,4.0,3,223.0,2.5,3.0,0.0,0.0,0.0,1.21,0.0,Netherlands,FW,24-150,2.5,4.0,3.0,75.0,1.61,1.21,0.75,1.0,FW,24-150,2.5,4.0,3.0,2.0,1.0,0.0,1.0,,,,,,,,,,,,,,brian brobbey,Brian Brobbey,"1,81m",right,16.0,4,Centre-Forward,FW,30.0,24
Tijjani Reijnders,MF,27-337,3.0,3,199.0,2.2,0.0,1.0,0.0,0.0,0.0,0.45,Netherlands,MF,27-337,2.2,4.0,2.0,50.0,1.81,0.9,0.0,0.0,MF,27-337,2.2,0.0,3.0,1.0,15.0,2.0,0.0,,,,,,,,,,,,,,tijjani reijnders,Tijjani Reijnders,"1,78m",right,35.0,7,Central Midfield,MF,50.0,27
Donyell Malen,FW,27-173,3.0,3,185.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,Netherlands,FW,27-173,2.1,4.0,2.0,50.0,1.95,0.97,0.0,0.0,FW,27-173,2.1,0.0,2.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,donyell malen,Donyell Malen,"1,78m",right,56.0,13,Centre-Forward,FW,45.0,27
Crysencio Summerville,FW,24-244,4.0,2,253.0,2.8,2.0,2.0,1.0,0.0,0.71,0.71,Netherlands,FW,24-244,2.8,2.0,2.0,100.0,0.71,0.71,1.0,1.0,FW,24-244,2.8,2.0,5.0,1.0,7.0,2.0,2.0,,,,,,,,,,,,,,crysencio summerville,Crysencio Summerville,"1,72m",right,6.0,2,Left Winger,FW,35.0,24
Nathan Aké,DF,31-133,3.0,2,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,Netherlands,DF,31-133,1.9,1.0,0.0,0.0,0.53,0.0,0.0,,DF,31-133,1.9,2.0,2.0,0.0,1.0,4.0,0.0,,,,,,,,,,,,,,nathan ake,Nathan Aké,"1,80m",left,62.0,5,Centre-Back,DF,12.0,31
Teun Koopmeiners,"DF,MF",28-123,4.0,0,122.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,Netherlands,"DF,MF",28-123,1.4,2.0,0.0,0.0,1.48,0.0,0.0,,"DF,MF",28-123,1.4,3.0,0.0,0.0,5.0,1.0,1.0,,,,,,,,,,,,,,teun koopmeiners,Teun Koopmeiners,"1,85m",left,32.0,3,Defensive Midfield,MF,14.0,28
Quinten Timber,MF,25-014,2.0,0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,Netherlands,MF,25-014,0.6,0.0,0.0,,0.0,0.0,,,MF,25-014,0.6,0.0,2.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,quinten timber,Quinten Timber,"1,76m",right,13.0,1,Central Midfield,MF,25.0,25
Wout Weghorst,FW,33-328,1.0,0,50.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,Netherlands,FW,33-328,0.6,0.0,0.0,,0.0,0.0,,,FW,33-328,0.6,1.0,2.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,wout weghorst,Wout Weghorst,"1,97m",right,53.0,14,Centre-Forward,FW,2.0,33
Jorrel Hato,DF,20-116,1.0,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,Netherlands,DF,20-116,0.4,0.0,0.0,,0.0,0.0,,,DF,20-116,0.4,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,jorrel hato,Jorrel Hato,"1,82m",left,9.0,0,Left-Back,DF,40.0,20
Guus Til,"FW,MF",28-191,1.0,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,Netherlands,"FW,MF",28-191,0.4,0.0,0.0,,0.0,0.0,,,"FW,MF",28-191,0.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,guus til,Guus Til,"1,88m",right,8.0,1,Attacking Midfield,MF,15.0,28
Justin Kluivert,"FW,MF",27-057,2.0,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,Netherlands,"FW,MF",27-057,0.3,0.0,0.0,,0.0,0.0,,,"FW,MF",27-057,0.3,0.0,2.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,justin kluivert,Justin Kluivert,"1,73m",both,14.0,0,Attacking Midfield,MF,25.0,27
Marten de Roon,"DF,MF",35-094,1.0,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Netherlands,"DF,MF",35-094,0.1,0.0,0.0,,0.0,0.0,,,"DF,MF",35-094,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,marten de roon,Marten de Roon,"1,86m",right,44.0,1,Defensive Midfield,MF,3.2,35
Noa Lang,"FW,MF",27-014,2.0,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Netherlands,"FW,MF",27-014,0.1,0.0,0.0,,0.0,0.0,,,"FW,MF",27-014,0.1,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,noa lang,Noa Lang,"1,76m",right,17.0,3,Left Winger,FW,22.0,27
Mark Flekken,GK,33-018,0.0,0,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mark flekken,Mark Flekken,"1,95m",both,12.0,0,Goalkeeper,GK,6.0,33
Lutsharel Geertruida,DF,25-348,0.0,0,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lutsharel geertruida,Lutsharel Geertruida,"1,84m",right,21.0,0,Right-Back,DF,20.0,25
Robin Roefs,GK,23-165,0.0,0,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,robin roefs,Robin Roefs,"1,93m",left,1.0,0,Goalkeeper,GK,28.0,23
Mats Wieffer,"DF,MF",26-227,0.0,0,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mats wieffer,Mats Wieffer,"1,89m",right,15.0,1,Right-Back,DF,25.0,26
Max Crocombe,GK,32-323,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,GK,32-323,3.0,0.0,0.0,,0.0,0.0,,,GK,32-323,3.0,0.0,1.0,0.0,0.0,0.0,0.0,GK,32-323,3.0,3.0,270.0,3.0,10.0,3.33,21.0,11.0,52.4,0.0,0.0,max crocombe,Max Crocombe,"1,90m",right,27.0,0,Goalkeeper,GK,1.0,32
Finn Surman,DF,22-281,3.0,3,270.0,3.0,1.0,0.0,0.0,0.0,0.33,0.0,New Zealand,DF,22-281,3.0,2.0,1.0,50.0,0.67,0.33,0.5,1.0,DF,22-281,3.0,4.0,2.0,0.0,0.0,4.0,1.0,,,,,,,,,,,,,,finn surman,Finn Surman,"1,90m",right,22.0,3,Centre-Back,DF,1.8,22
Chris Wood,FW,34-206,3.0,3,270.0,3.0,0.0,2.0,0.0,0.0,0.0,0.67,New Zealand,FW,34-206,3.0,5.0,2.0,40.0,1.67,0.67,0.0,0.0,FW,34-206,3.0,2.0,1.0,4.0,0.0,0.0,1.0,,,,,,,,,,,,,,chris wood,Chris Wood,"1,91m",right,93.0,45,Centre-Forward,FW,5.0,34
Marko Stamenic,MF,24-132,3.0,3,269.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,New Zealand,MF,24-132,3.0,3.0,0.0,0.0,1.0,0.0,0.0,,MF,24-132,3.0,4.0,0.0,0.0,1.0,4.0,1.0,,,,,,,,,,,,,,marko stamenic,Marko Stamenić,"1,88m",right,42.0,3,Central Midfield,MF,3.0,24
Elijah Just,MF,26-061,3.0,3,264.0,2.9,3.0,0.0,1.0,0.0,1.02,0.0,New Zealand,MF,26-061,2.9,7.0,5.0,71.4,2.39,1.7,0.43,0.6,MF,26-061,2.9,3.0,2.0,0.0,2.0,2.0,3.0,,,,,,,,,,,,,,elijah just,Elijah Just,"1,76m",left,47.0,12,Right Winger,FW,2.5,26
Joe Bell,MF,27-065,3.0,3,243.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,MF,27-065,2.7,1.0,0.0,0.0,0.37,0.0,0.0,,MF,27-065,2.7,3.0,0.0,0.0,0.0,4.0,2.0,,,,,,,,,,,,,,joe bell,Joe Bell,"1,82m",right,35.0,1,Defensive Midfield,MF,3.5,27
Tim Payne,DF,32-172,3.0,3,224.0,2.5,0.0,1.0,0.0,0.0,0.0,0.4,New Zealand,DF,32-172,2.5,1.0,0.0,0.0,0.4,0.0,0.0,,DF,32-172,2.5,2.0,2.0,0.0,10.0,1.0,3.0,,,,,,,,,,,,,,tim payne,Tim Payne,"1,79m",right,55.0,3,Right-Back,DF,0.35,32
Liberato Cacace,DF,25-277,3.0,3,220.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,DF,25-277,2.4,1.0,1.0,100.0,0.41,0.41,0.0,0.0,DF,25-277,2.4,1.0,5.0,0.0,8.0,3.0,2.0,,,,,,,,,,,,,,liberato cacace,Liberato Cacace,"1,82m",left,40.0,1,Left-Back,DF,2.5,25
Sarpreet Singh,MF,27-131,3.0,3,209.0,2.3,0.0,0.0,1.0,0.0,0.0,0.0,New Zealand,MF,27-131,2.3,4.0,2.0,50.0,1.72,0.86,0.0,0.0,MF,27-131,2.3,2.0,2.0,0.0,7.0,0.0,1.0,,,,,,,,,,,,,,sarpreet singh,Sarpreet Singh,"1,80m",left,31.0,3,Attacking Midfield,MF,0.5,27
Michael Boxall,DF,37-317,3.0,2,207.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,DF,37-317,2.3,0.0,0.0,,0.0,0.0,,,DF,37-317,2.3,2.0,2.0,0.0,1.0,2.0,1.0,,,,,,,,,,,,,,michael boxall,Michael Boxall,"1,91m",right,66.0,1,Centre-Back,DF,0.15,37
Callum McCowatt,MF,27-062,3.0,2,159.0,1.8,0.0,0.0,1.0,0.0,0.0,0.0,New Zealand,MF,27-062,1.8,4.0,3.0,75.0,2.26,1.7,0.0,0.0,MF,27-062,1.8,4.0,1.0,0.0,3.0,1.0,1.0,,,,,,,,,,,,,,callum mccowatt,Callum McCowatt,"1,80m",right,35.0,4,Attacking Midfield,MF,2.5,27
Tyler Bindon,DF,21-155,3.0,1,97.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,DF,21-155,1.1,2.0,1.0,50.0,1.86,0.93,0.0,0.0,DF,21-155,1.1,2.0,1.0,0.0,2.0,1.0,2.0,,,,,,,,,,,,,,tyler bindon,Tyler Bindon,"1,90m",right,28.0,2,Centre-Back,DF,3.5,21
Ryan Thomas,MF,31-193,3.0,1,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,MF,31-193,0.9,0.0,0.0,,0.0,0.0,,,MF,31-193,0.9,3.0,3.0,0.0,1.0,0.0,2.0,,,,,,,,,,,,,,ryan thomas,Ryan Thomas,"1,76m",right,28.0,3,Defensive Midfield,MF,0.65,31
Ben Old,MF,23-322,3.0,0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,MF,23-322,1.0,0.0,0.0,,0.0,0.0,,,MF,23-322,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,ben old,Ben Old,"1,73m",left,27.0,2,Left-Back,DF,1.8,23
Jesse Randall,MF,23-316,3.0,0,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,MF,23-316,0.7,1.0,0.0,0.0,1.48,0.0,0.0,,MF,23-316,0.7,0.0,1.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,jesse randall,Jesse Randall,"1,76m",right,14.0,2,Left Winger,FW,0.9,23
Francis de Vries,DF,31-215,2.0,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,DF,31-215,0.2,0.0,0.0,,0.0,0.0,,,DF,31-215,0.2,0.0,0.0,0.0,3.0,1.0,0.0,,,,,,,,,,,,,,francis de vries,Francis de Vries,"1,81m",left,21.0,1,Left-Back,DF,0.6,31
Callan Elliot,DF,26-359,1.0,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,DF,26-359,0.1,0.0,0.0,,0.0,0.0,,,DF,26-359,0.1,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,callan elliot,Callan Elliot,"1,77m",right,12.0,0,Right-Back,DF,0.45,26
Kosta Barbarouses,"FW,MF",36-132,0.0,0,,,,,,,,,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kosta barbarouses,Kosta Barbarouses,"1,71m",both,76.0,10,Centre-Forward,FW,0.3,36
Lachlan Bayliss,MF,23-342,0.0,0,,,,,,,,,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lachlan bayliss,Lachlan Bayliss,"1,78m",right,4.0,0,Central Midfield,MF,0.55,23
Alex Paulsen,GK,23-362,0.0,0,,,,,,,,,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alex paulsen,Alex Paulsen,"1,93m",right,8.0,0,Goalkeeper,GK,0.5,23
Nando Pijnaker,DF,27-126,0.0,0,,,,,,,,,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nando pijnaker,Nando Pijnaker,"1,85m",left,25.0,0,Centre-Back,DF,0.4,27
Logan Rogerson,"FW,MF",28-034,0.0,0,,,,,,,,,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,logan rogerson,Logan Rogerson,"1,82m",right,18.0,2,Right Winger,FW,0.4,28
Alex Rufer,MF,30-019,0.0,0,,,,,,,,,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alex rufer,Alex Rufer,"1,80m",right,26.0,0,Defensive Midfield,MF,0.6,30
Tommy Smith,DF,36-092,0.0,0,,,,,,,,,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tommy smith,Tommy Smith,"1,88m",left,56.0,2,Centre-Back,DF,0.05,36
Ben Waine,FW,25-020,0.0,0,,,,,,,,,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ben waine,Ben Waine,"1,85m",right,31.0,9,Centre-Forward,FW,0.4,25
Michael Woud,GK,27-166,0.0,0,,,,,,,,,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,michael woud,Michael Woud,"1,96m",left,6.0,0,Goalkeeper,GK,0.4,27
